NAME,"RATING","VOTES","GENRE","YEAR"
этой зимой дует ветер,7.91,1375,"драма, мелодрама",2013
древние,7.909,15997,"фэнтези, драма, детектив",2013
ветер крепчает,7.906,39579,"аниме, мультфильм, драма",2013
город звука,7.906,1334,"документальный, музыка",2013
молодёжка,7.881,17888,"драма, спорт",2013
темный рыцарь возрождение легенды часть 2,7.873,11249,"мультфильм, ужасы, фантастика",2013
оранжевый  хит сезона,7.856,20468,"драма, комедия, криминал",2013
красавчик по соседству,7.855,2712,"мелодрама, комедия",2013
волк с уоллстрит,7.853,266392,"драма, криминал, биография",2013
между нами девочками,7.851,2072,"комедия",2013
бойфренд из будущего,7.841,112024,"фантастика, фэнтези, драма",2013
земля медведей,7.827,2280,"документальный, приключения, семейный",2013
далласский клуб покупателей,7.824,147497,"драма, биография",2013
холодное сердце,7.817,133809,"мультфильм, мюзикл, фэнтези",2013
джимми карр смеясь и шутя,7.808,1102,"комедия, концерт",2013
грейсленд,7.807,2617,"боевик, драма, криминал",2013
назад в прошлое 9 шансов всё изменить,7.803,527,"фантастика, мелодрама",2013
врата штейна дежавю,7.8,2823,"аниме, мультфильм, фантастика",2013
в поисках вивиан майер,7.796,1173,"документальный, детектив, биография",2013
убить или быть убитым,7.787,3472,"аниме, мультфильм, приключения",2013
рэй донован,7.783,7358,"драма, криминал",2013
разведчицы,7.778,3797,"драма, военный",2013
карпов сезон второй,7.774,3379,"детектив, криминал",2013
сваты 6,7.768,8325,"комедия",2013
сад изящных слов,7.766,22661,"аниме, мультфильм, мелодрама",2013
воровка книг,7.762,60823,"драма, военный",2013
волшебница мадока магика 3,7.758,516,"аниме, мультфильм, фэнтези",2013
фостеры,7.746,1250,"драма, мелодрама",2013
правда майка тайсона,7.737,947,"комедия, документальный",2013
металлопокалипсис реквием роковой звезды,7.735,709,"комедия, драма, приключения",2013
мистер пиклз,7.734,5881,"мультфильм, ужасы, комедия",2013
лига справедливости парадокс источника конфликта,7.727,6685,"мультфильм, фантастика, фэнтези",2013
кто ты,7.727,953,"триллер, детектив, мелодрама",2013
демоны да винчи,7.723,12282,"фэнтези, драма, мелодрама",2013
темное дитя,7.721,7120,"фантастика, боевик, драма",2013
во плоти,7.718,6020,"ужасы, драма",2013
галерея вельвет,7.716,589,"драма",2013
иллюзия обмана,7.715,244350,"триллер, криминал, детектив",2013
12 лет рабства,7.714,125062,"драма, биография, история",2013
банши предыстория,7.713,519,"боевик, криминал, триллер",2013
тяжёлый понедельник,7.712,588,"драма",2013
чебурашка,7.711,3614,"мультфильм, детский, семейный",2013
царство,7.708,7481,"фэнтези, драма",2013
пленницы,7.705,116647,"триллер, драма, криминал",2013
крах,7.701,10892,"триллер, драма, криминал",2013
мистер селфридж,7.698,1445,"драма",2013
дэвид блейн реальность или магия,7.696,802,"документальный",2013
оттепель,7.684,12003,"драма, мелодрама",2013
утопия,7.679,8269,"фантастика, триллер, драма",2013
коварные горничные,7.679,6400,"драма, комедия, детектив",2013
последняя золушка,7.673,670,"мелодрама, комедия",2013
шеф 2,7.67,609,"криминал",2013
мастер побега,7.669,3830,"триллер, драма",2013
излечить страх,7.669,945,"история, биография, драма",2013
голгофа,7.667,45398,"драма",2013
чёрный список,7.665,10203,"триллер, драма, криминал",2013
жизнь  волнующее волшебство уборки,7.662,597,"драма, комедия",2013
невероятная жизнь уолтера митти,7.661,155951,"фэнтези, драма, мелодрама",2013
обнимая небо,7.658,3531,"драма",2013
спасти мистера бэнкса,7.656,40685,"драма, история, биография",2013
почти человек,7.655,12698,"фантастика, боевик, драма",2013
сын отца народов,7.655,2216,"драма",2013
американцы,7.653,5914,"триллер, драма, криминал",2013
лекарь ученик авиценны,7.652,35389,"драма, приключения, история",2013
one direction это мы,7.651,1686,"документальный, музыка",2013
золотое время,7.647,928,"аниме, мультфильм, комедия",2013
черные кошки,7.639,2656,"детектив, военный, драма",2013
рам и лила,7.638,1017,"мюзикл, драма, мелодрама",2013
монстар,7.636,1179,"мелодрама, комедия, мюзикл",2013
хроники горизонта,7.633,1493,"аниме, мультфильм, комедия",2013
стартрек возмездие,7.631,115865,"фантастика, боевик, приключения",2013
берсерк золотой век фильм iii сошествие,7.626,3703,"аниме, мультфильм, драма",2013
свободное падение,7.623,5073,"драма, мелодрама",2013
ченнайский экспресс,7.614,1669,"боевик, комедия",2013
железное поколение,7.613,1476,"документальный, драма, спорт",2013
белая королева,7.609,4957,"драма, мелодрама, военный",2013
как и ожидалось моя подростковая романтическая комедия не складывается,7.606,1574,"аниме, мультфильм, комедия",2013
шулер,7.602,2734,"драма, криминал",2013
семейка крудс,7.6,71825,"мультфильм, фэнтези, боевик",2013
великая красота,7.596,22695,"драма, комедия",2013
что останется после тебя,7.595,1550,"драма, детектив",2013
ладога,7.594,3186,"военный, драма",2013
она,7.591,110385,"мелодрама, драма, фантастика",2013
грязь,7.587,136032,"криминал, драма, комедия",2013
гадкий я 2,7.587,102865,"мультфильм, фантастика, фэнтези",2013
беги милка беги,7.587,727,"драма, биография, спорт",2013
ирландцы в лондоне,7.579,1666,"комедия",2013
везунчик,7.575,1221,"драма, криминал",2013
metallica сквозь невозможное,7.567,11632,"музыка, приключения, концерт",2013
мотель бейтсов,7.566,14736,"триллер, детектив, ужасы",2013
гаргантия на зеленой планете,7.566,1050,"аниме, мультфильм, фантастика",2013
университет монстров,7.562,91723,"мультфильм, фэнтези, комедия",2013
как закалялся стайл,7.562,912,"комедия",2013
инструкции не прилагаются,7.561,11013,"драма, комедия",2013
перед полуночью,7.551,13894,"драма, мелодрама",2013
капитан филлипс,7.546,69569,"триллер, драма, криминал",2013
в норме,7.536,1036,"комедия",2013
у меня мало друзей далее,7.533,736,"аниме, мультфильм, комедия",2013
муж женщиныполитика,7.533,732,"драма",2013
сатана на подработке,7.525,2773,"аниме, мультфильм, комедия",2013
байкеры 3,7.525,1838,"боевик, триллер",2013
небраска,7.516,15073,"драма, комедия, приключения",2013
танцы на грани,7.507,821,"драма",2013
голодные игры и вспыхнет пламя,7.506,168170,"фантастика, боевик, триллер",2013
не дыша,7.495,1219,"мелодрама, спорт",2013
мастера секса,7.494,5873,"драма, мелодрама",2013
луис ск боже мой,7.486,1620,"документальный, комедия",2013
железный человек 3,7.481,187588,"фантастика, боевик, приключения",2013
42,7.478,10275,"спорт, драма, биография",2013
гравитация,7.475,191156,"фантастика, триллер, драма",2013
майор,7.466,40879,"криминал, драма",2013
филомена,7.464,21377,"драма, комедия",2013
ловушка,7.456,530,"драма, криминал",2013
август,7.452,34661,"драма, комедия",2013
ошибки прошлого,7.451,1519,"драма",2013
патэма наоборот,7.435,5440,"аниме, мультфильм, приключения",2013
хоть раз в жизни,7.43,46229,"драма, мелодрама, комедия",2013
тайная миссия,7.421,1484,"боевик, комедия, драма",2013
новый мир,7.419,5775,"криминал, триллер, боевик",2013
венера в мехах,7.417,11584,"драма",2013
невероятное путешествие мистера спивета,7.415,12499,"приключения, семейный, драма",2013
день труда,7.414,13734,"драма, мелодрама",2013
отец браун,7.409,1268,"драма, криминал, детектив",2013
выживут только любовники,7.395,67162,"фэнтези, триллер, драма",2013
гонка 2,7.395,605,"боевик, триллер, криминал",2013
город гангстеров,7.385,5129,"триллер, драма, криминал",2013
петр лещенко все что было,7.381,1146,"мелодрама, биография, история",2013
уроки гармонии,7.379,699,"драма",2013
географ глобус пропил,7.377,91288,"драма",2013
белль и себастьян,7.377,3601,"драма, приключения, семейный",2013
заклятие,7.37,97288,"ужасы, триллер, детектив",2013
большая афера,7.363,23911,"комедия, драма",2013
стрингер,7.358,66446,"триллер, драма, криминал",2013
пепел,7.358,9359,"военный, история",2013
сын в отца,7.357,1221,"драма",2013
мэри и марта,7.354,1181,"драма",2013
клуб cbgb,7.35,3423,"драма, музыка",2013
вангелия,7.348,2400,"драма, биография",2013
с приветом по планетам,7.343,1175,"мультфильм, фантастика, фэнтези",2013
дворецкий,7.334,17520,"драма, биография",2013
неверующие,7.329,1610,"документальный",2013
жапплу,7.319,719,"драма, спорт",2013
тысячу раз спокойной ночи,7.317,1184,"драма, военный",2013
не те парни,7.311,1190,"триллер, комедия, криминал",2013
как выйти замуж за миллионера 2,7.309,1073,"комедия, мелодрама",2013
библия,7.308,1241,"драма",2013
ланчбокс,7.305,1590,"драма, мелодрама",2013
измена,7.3,1332,"драма",2013
цветы зла,7.297,632,"аниме, мультфильм, драма",2013
братья по обмену,7.296,1908,"комедия",2013
пятницкий глава третья,7.296,1139,"детектив, криминал",2013
сашка,7.291,537,"мелодрама",2013
тор 2 царство тьмы,7.286,143996,"фэнтези, боевик, приключения",2013
исмаэль,7.28,1122,"драма",2013
школьные хроники анжелы,7.278,502,"комедия",2013
золотая клетка,7.27,842,"драма, мелодрама",2013
любовницы,7.263,4102,"триллер, драма, мелодрама",2013
вольный стиль,7.262,1200,"аниме, мультфильм, спорт",2013
мы  миллеры,7.26,153985,"комедия, криминал",2013
жажда,7.258,3569,"драма",2013
танец реальности,7.258,2285,"фэнтези, драма, биография",2013
ритмично напевая,7.254,880,"драма, мелодрама",2013
девочка со спичками,7.25,1462,"фэнтези, семейный",2013
свидания,7.249,1026,"драма, мелодрама",2013
дурная кровь,7.248,2236,"мелодрама",2013
короткий срок 12,7.247,7353,"драма",2013
салам new york,7.246,2804,"комедия, драма, мелодрама",2013
дело чести,7.243,1146,"драма",2013
роль,7.237,2038,"драма",2013
монтаж,7.235,2441,"триллер, детектив, криминал",2013
он и она,7.234,580,"комедия, мелодрама",2013
квартет и по амстелу,7.227,2133,"комедия",2013
королева,7.223,645,"драма, комедия",2013
тревожный вызов,7.22,52642,"ужасы, триллер, драма",2013
выбор будущего,7.213,654,"мелодрама, фантастика",2013
избранный,7.211,1756,"боевик, триллер, драма",2013
женский доктор 2,7.206,591,"мелодрама",2013
выжить после,7.205,9461,"триллер, фантастика",2013
обливион,7.203,155701,"фантастика, боевик, триллер",2013
за гранью,7.195,1624,"аниме, мультфильм, приключения",2013
столик номер 21,7.192,957,"триллер, приключения",2013
столетний старик который вылез в окно и исчез,7.191,14392,"комедия, приключения",2013
уходящая натура,7.19,922,"мелодрама",2013
частное пионерское,7.188,3144,"детский, приключения, семейный",2013
беги мальчик беги,7.183,858,"боевик, драма, военный",2013
механика сердца,7.182,2945,"мультфильм, мюзикл, фэнтези",2013
последователи,7.18,10638,"триллер, драма, криминал",2013
тихая гавань,7.175,39038,"триллер, драма, мелодрама",2013
психометрия,7.172,1734,"триллер, детектив, криминал",2013
эверест достигая невозможного,7.168,1089,"документальный, драма, приключения",2013
и шарик вернется,7.165,901,"мелодрама",2013
транс,7.164,90025,"триллер, драма, криминал",2013
читающий лица,7.163,628,"драма, биография, история",2013
хемлок гроув,7.157,6563,"ужасы, триллер, детектив",2013
ход конём,7.153,1116,"комедия, приключения",2013
миксология,7.148,500,"мелодрама, комедия",2013
переводчик,7.145,1265,"военный, драма",2013
шетланд,7.145,563,"драма, криминал, детектив",2013
шпионы варшавы,7.143,563,"боевик, драма, мелодрама",2013
мальчики,7.134,2704,"драма, мелодрама",2013
великое ограбление поезда,7.13,1508,"драма, биография, криминал",2013
дневники кэрри,7.129,6352,"мелодрама, комедия",2013
крестный путь,7.126,681,"драма",2013
дорога дорога домой,7.123,8033,"драма, комедия",2013
дракула,7.123,7263,"ужасы, драма, мелодрама",2013
пиратская бухта в удалении от клавиатуры,7.123,767,"документальный",2013
жасмин,7.119,34014,"драма",2013
уцелевший,7.113,40031,"военный, боевик, драма",2013
поймай меня,7.109,601,"мелодрама, комедия",2013
план побега,7.104,79126,"фантастика, боевик, триллер",2013
волк,7.103,605,"триллер, драма, криминал",2013
призрак в доспехах у истоков грань 2  шёпот призрака,7.101,666,"аниме, мультфильм, фантастика",2013
букашки приключение в долине муравьев,7.098,4446,"мультфильм, приключения, семейный",2013
куки,7.095,628,"драма, комедия",2013
ведьмы истэнда,7.09,3741,"фэнтези, драма",2013
выпускник,7.083,1122,"боевик, драма, мелодрама",2013
фрау элла,7.081,516,"комедия, мелодрама, драма",2013
пять танцев,7.08,728,"драма, мелодрама",2013
помни воскресенье,7.077,2624,"драма, мелодрама",2013
агенты щит,7.076,20030,"фантастика, боевик, триллер",2013
социо,7.075,1473,"триллер, драма, детектив",2013
мой маленький пони девочки из эквестрии,7.072,1260,"мультфильм, мюзикл, фэнтези",2013
бедная liz,7.063,753,"комедия",2013
мальчик и мир,7.062,575,"мультфильм, приключения, семейный",2013
сердце льва,7.058,2064,"драма, мелодрама",2013
85я церемония вручения премии оскар,7.056,3844,"церемония",2013
хваи,7.055,1072,"боевик, триллер, криминал",2013
голдберги,7.052,1063,"комедия",2013
зачётный препод,7.051,28999,"комедия",2013
правила жизни французского парня,7.051,7748,"комедия",2013
германская головоломка,7.048,1365,"документальный",2013
зажигай,7.045,536,"драма, мелодрама",2013
нимфоманка часть 1,7.042,64384,"драма",2013
кривое зеркало души,7.042,679,"приключения, детектив, мелодрама",2013
жизнь адель,7.041,30919,"драма, мелодрама",2013
как быть мужиком,7.041,11832,"комедия",2013
два ствола,7.04,57683,"боевик, триллер, комедия",2013
тропы,7.04,9367,"драма, приключения, биография",2013
моя фамилия шилов,7.04,918,"криминал",2013
станция фрутвейл,7.038,5526,"драма, мелодрама, биография",2013
фрэнк,7.03,24073,"драма, комедия",2013
возмездие,7.03,8904,"драма, мелодрама, военный",2013
безумно влюбленный мюзикл,7.028,571,"мюзикл, фэнтези, мелодрама",2013
убей своих любимых,7.026,26313,"драма, мелодрама, биография",2013
сумасшедшие,7.025,1522,"комедия",2013
туннель,7.024,651,"триллер, драма, криминал",2013
мой аттила марсель,7.021,3009,"комедия, музыка",2013
пересекая черту,7.019,849,"боевик, драма, криминал",2013
наблюдатели,7.015,1199,"триллер, криминал, боевик",2013
ромео и джульетта,7.013,11286,"драма, мелодрама",2013
охотники на гангстеров,7.011,68961,"боевик, триллер, драма",2013
форсаж 6,7.008,107180,"боевик, триллер, драма",2013
долгая дорога к свободе,7.001,1264,"драма, биография, история",2013
побочный эффект,6.995,77394,"триллер, драма, криминал",2013
гагарин первый в космосе,6.992,21344,"драма, биография, история",2013
проклятие мультивыбора превратило мою жизнь в ад,6.989,520,"аниме, мультфильм, комедия",2013
люди будущего,6.988,5458,"фантастика, боевик, драма",2013
нижний этаж,6.975,661,"комедия",2013
мечты сбываются,6.974,2356,"драма, комедия, мелодрама",2013
война миров z,6.97,147862,"ужасы, фантастика, боевик",2013
свет и тень,6.968,598,"драма, детектив",2013
забойный реванш,6.967,33823,"драма, комедия, спорт",2013
красавчик,6.967,1004,"мелодрама",2013
истребители,6.962,1638,"драма, военный",2013
тихоокеанский рубеж,6.96,122532,"фантастика, боевик, приключения",2013
робот хал,6.96,597,"аниме, мультфильм, фантастика",2013
в двух шагах от славы,6.955,565,"документальный, музыка",2013
воскрешение,6.954,1749,"фэнтези, драма",2013
кадры,6.953,71031,"комедия",2013
мистериум начало,6.952,14348,"триллер, криминал, детектив",2013
оз возвращение в изумрудный город,6.945,3413,"мультфильм, мюзикл, фэнтези",2013
пена дней,6.941,15211,"фэнтези, мелодрама, драма",2013
белль,6.938,3058,"драма, мелодрама, биография",2013
последняя любовь мистера моргана,6.936,5576,"драма",2013
школа отчаяния,6.936,1209,"аниме, мультфильм, триллер",2013
игра в правду,6.935,16862,"комедия",2013
под куполом,6.932,31960,"фантастика, триллер, драма",2013
человек из стали,6.928,139572,"фантастика, боевик, приключения",2013
мамаша,6.925,2154,"драма, мелодрама, комедия",2013
эпик,6.92,31350,"мультфильм, фэнтези, приключения",2013
кровавый парень,6.918,1045,"аниме, мультфильм, приключения",2013
афера поамерикански,6.917,93149,"драма, комедия",2013
вот это любовь,6.91,2703,"комедия, мелодрама",2013
призрак в доспехах у истоков грань 1  боль призрака,6.91,908,"аниме, мультфильм, фантастика",2013
патруль времени,6.909,62464,"фантастика, триллер, драма",2013
параджанов,6.907,1134,"драма, мелодрама",2013
малавита,6.896,81834,"криминал, комедия, боевик",2013
проблемные дети из другого мира,6.894,566,"аниме, мультфильм, приключения",2013
металлистка,6.888,3102,"драма",2013
вершина озера,6.886,5818,"триллер, драма, криминал",2013
тепло наших тел,6.882,85062,"ужасы, мелодрама, комедия",2013
не моя вина что я не популярна,6.881,1344,"аниме, мультфильм, комедия",2013
starперцы,6.874,55366,"комедия, драма",2013
подозреваемый,6.869,918,"боевик",2013
ида,6.863,7743,"драма",2013
лок,6.861,36747,"драма",2013
вакольда,6.858,705,"триллер, драма, история",2013
исчезновение элеанор ригби она,6.856,2636,"драма, мелодрама",2013
принц хентая и угрюмая кошка,6.852,655,"аниме, мультфильм, комедия",2013
нюхач,6.846,5079,"боевик, драма, криминал",2013
любовь без пересадок,6.845,7961,"мелодрама, комедия",2013
команда мстители,6.844,695,"мультфильм, приключения, фэнтези",2013
не покидай меня,6.843,981,"мелодрама, военный, история",2013
папа напрокат,6.843,932,"комедия",2013
репетиции,6.831,901,"драма",2013
крриш 3,6.83,860,"фантастика, боевик, приключения",2013
праздник мая,6.828,1407,"фэнтези, триллер, драма",2013
шоу майкла дж фокса,6.828,632,"комедия",2013
3096 дней,6.826,7723,"драма, криминал, биография",2013
игры в темноте,6.826,2822,"триллер, драма",2013
дневной свет,6.823,1463,"триллер, драма, детектив",2013
рандеву с жизнью,6.823,637,"аниме, мультфильм, приключения",2013
низкое зимнее солнце,6.822,884,"драма, криминал",2013
турбо,6.815,29160,"мультфильм, фантастика, комедия",2013
привет от катюши,6.813,925,"драма, военный",2013
рэд 2,6.811,54072,"боевик, комедия",2013
челленджер,6.808,750,"драма, история",2013
час рыси,6.807,596,"драма, криминал",2013
гнилые времена,6.806,870,"комедия, история",2013
экстрасенс 2 лабиринты разума,6.805,9763,"триллер, драма, криминал",2013
ревность,6.804,927,"драма",2013
паганини скрипач дьявола,6.798,7598,"мелодрама, драма, музыка",2013
последний из магикян,6.796,6363,"комедия, семейный",2013
сквозь снег,6.794,50308,"фантастика, боевик, драма",2013
нимфоманка часть 2,6.792,49088,"драма",2013
любовь в словах и картинах,6.79,2392,"драма, мелодрама, комедия",2013
террор в прямом эфире,6.79,1067,"триллер",2013
как я теперь люблю,6.785,11923,"фэнтези, драма, приключения",2013
сонная лощина,6.784,6524,"ужасы, фэнтези, триллер",2013
одинокий рейнджер,6.782,107084,"вестерн, приключения, боевик",2013
лофт,6.782,45746,"триллер, мелодрама, детектив",2013
исчезновение элеанор ригби он,6.782,3183,"драма, мелодрама",2013
необычные сказки,6.781,518,"мультфильм, ужасы, детектив",2013
короли лета,6.779,12172,"драма, комедия, приключения",2013
эмануэль и правда о рыбах,6.779,3357,"триллер, драма",2013
довольно слов,6.776,4451,"драма, мелодрама, комедия",2013
бонни и клайд,6.774,776,"драма, криминал, биография",2013
удар крови,6.763,764,"аниме, мультфильм, фэнтези",2013
иван сила,6.762,1026,"приключения",2013
плебеи,6.757,563,"комедия",2013
ломбард,6.756,531,"комедия, криминал",2013
про жену мечту и еще одну,6.752,559,"драма, мелодрама, комедия",2013
всё и сразу,6.75,31704,"комедия, криминал",2013
за сигаретами,6.749,3146,"комедия, драма",2013
китайская головоломка,6.748,5466,"драма, мелодрама, комедия",2013
группировка восток,6.748,5285,"триллер, драма, приключения",2013
47 ронинов,6.74,83310,"фэнтези, боевик, драма",2013
от звонка до звонка,6.74,5707,"драма, криминал",2013
убить сталина,6.74,1371,"детектив",2013
1943,6.739,727,"военный, драма",2013
целуй меня идиот,6.736,686,"драма, мелодрама, комедия",2013
соблазнённые и брошенные,6.726,653,"документальный",2013
прикосновение греха,6.725,1082,"боевик, драма",2013
отецмолодец,6.724,27482,"комедия, драма",2013
путешествие на запад,6.722,1912,"фэнтези, комедия, приключения",2013
двойник,6.721,28107,"триллер, драма",2013
взрослый мир,6.719,8541,"комедия, мелодрама, драма",2013
джо,6.715,1369,"криминал, детектив",2013
за канделябрами,6.714,4258,"драма, мелодрама, биография",2013
маттерхорн,6.712,502,"драма, комедия",2013
вызов,6.711,3208,"фантастика, боевик, драма",2013
вирус,6.709,1248,"боевик, триллер, фантастика",2013
не просто счастливый конец,6.709,970,"драма, мелодрама, комедия",2013
жестокий ринг,6.707,2581,"драма, биография, история",2013
мастера меча онлайн специальное издание,6.706,971,"аниме, мультфильм, фантастика",2013
том на ферме,6.705,9881,"драма, триллер, детектив",2013
миддлтон,6.702,2938,"мелодрама, комедия",2013
копы в юбках,6.694,60703,"комедия, криминал, боевик",2013
слепые свидания,6.687,1506,"комедия",2013
одиночка,6.685,737,"драма",2013
не угаснет надежда,6.678,10599,"приключения, драма",2013
армагеддец,6.676,50368,"комедия, фантастика, боевик",2013
поза ребенка,6.675,1005,"драма",2013
третья персона,6.674,10243,"драма, мелодрама",2013
секреты прошлого,6.674,2436,"драма, детектив",2013
молода и прекрасна,6.67,31557,"драма",2013
джо,6.669,11149,"драма, криминал",2013
кот гром и заколдованный дом,6.669,7960,"мультфильм, семейный",2013
помолвка понарошку,6.669,1809,"мелодрама, комедия",2013
конгресс,6.666,3547,"фантастика, мультфильм, драма",2013
палоальто,6.658,9503,"драма",2013
диалоги,6.657,2885,"драма",2013
однажды в стране чудес,6.656,2737,"фэнтези, драма, мелодрама",2013
бертон и тейлор,6.656,660,"драма, биография",2013
космический пират харлок,6.655,7998,"мультфильм, фантастика, боевик",2013
плохие слова,6.647,5113,"драма, комедия",2013
амазония инструкция по выживанию,6.647,650,"документальный, приключения, семейный",2013
васильки,6.646,757,"мелодрама",2013
убийственная мультипликация,6.641,1355,"триллер, ужасы, детектив",2013
красные горы,6.636,1085,"боевик, военный",2013
почему ты не играешь в аду,6.634,583,"боевик, комедия",2013
атлантида,6.631,955,"фэнтези, драма, мелодрама",2013
возвращение героя,6.63,39745,"боевик, триллер",2013
пока живу люблю,6.63,610,"мелодрама",2013
зажигание,6.626,10066,"мелодрама, приключения, боевик",2013
смерть приходит в пемберли,6.623,1171,"драма, мелодрама, детектив",2013
мост,6.622,2721,"триллер, драма, криминал",2013
герой при заклятом враге,6.622,544,"аниме, мультфильм, мелодрама",2013
игра эндера,6.619,56022,"фантастика, фэнтези, боевик",2013
околофутбола,6.618,35880,"драма, криминал",2013
живописный маршрут,6.617,1841,"триллер, драма",2013
цветы на чердаке,6.614,3028,"драма, триллер",2013
штурм белого дома,6.613,46003,"боевик, триллер",2013
риддик,6.609,67543,"фантастика, боевик, триллер",2013
берлинское дело,6.609,669,"боевик, триллер",2013
княжна из хрущевки,6.607,1643,"комедия, мелодрама",2013
элизиум рай не на земле,6.605,107229,"фантастика, боевик, драма",2013
тайны острова мако,6.603,825,"фэнтези, драма, мелодрама",2013
прежде чем я усну,6.6,37503,"триллер, детектив, драма",2013
опасная иллюзия,6.6,17667,"триллер, криминал, боевик",2013
лучшие дни впереди,6.597,2186,"драма, комедия",2013
сэлинджер,6.597,861,"документальный",2013
враг,6.594,42678,"триллер, детектив",2013
освободитель,6.594,607,"драма, история, военный",2013
третья жена,6.592,571,"комедия",2013
тереза ракен,6.584,1096,"триллер, драма, криминал",2013
привычка расставаться,6.583,16392,"комедия, мелодрама",2013
диана история любви,6.58,10332,"драма, мелодрама, биография",2013
тринадцатая сказка,6.577,3978,"драма, детектив",2013
захватывающее время,6.576,16682,"драма, мелодрама, комедия",2013
300 спартанцев расцвет империи,6.573,70492,"фэнтези, боевик, военный",2013
петля времени,6.572,535,"детектив, фантастика",2013
пятая власть,6.571,26612,"триллер, драма, биография",2013
еще один год,6.571,6444,"мелодрама",2013
руины прошлого,6.57,5367,"триллер, драма, криминал",2013
странный томас,6.569,6933,"триллер, детектив, фэнтези",2013
толстая тетрадь,6.569,683,"драма, военный",2013
подари мне убежище,6.568,644,"драма",2013
танцуй отсюда,6.565,6875,"мелодрама, комедия, спорт",2013
моя большая испанская семья,6.565,1365,"комедия, мелодрама, драма",2013
дети священника,6.565,802,"драма, комедия",2013
северозапад,6.563,812,"боевик, драма, криминал",2013
долгое падение,6.561,11991,"драма, комедия",2013
возмутитель спокойствия,6.56,1978,"ужасы, триллер, драма",2013
холостяки в отрыве,6.558,2660,"комедия",2013
гость,6.556,17098,"триллер, боевик",2013
остинленд,6.556,3472,"мелодрама, комедия",2013
великий мастер,6.554,7400,"боевик, драма, мелодрама",2013
плавающие небоскребы,6.554,1430,"драма, мелодрама",2013
под маской жиголо,6.553,10214,"комедия",2013
дружба и никакого секса,6.548,25639,"мелодрама, комедия",2013
45 секунд,6.548,625,"мелодрама",2013
последний час,6.545,703,"триллер, драма, детектив",2013
частоты любви,6.544,5640,"фантастика, драма, мелодрама",2013
нападение на уоллстрит,6.54,6271,"боевик, триллер, криминал",2013
кристал фэйри и волшебный кактус и 2012,6.537,932,"драма, мелодрама, комедия",2013
холодная вода,6.536,827,"триллер, драма",2013
мы  лучшие,6.536,749,"драма, музыка",2013
властелин разметки,6.535,3967,"драма, комедия",2013
из пекла,6.534,14692,"боевик, триллер, драма",2013
самолеты,6.534,10773,"мультфильм, комедия, приключения",2013
другая жизнь ришара кемпа,6.531,834,"фэнтези, триллер, криминал",2013
замок в италии,6.525,989,"драма, комедия",2013
рога,6.522,32127,"фэнтези, триллер, драма",2013
брак по завещанию 3 танцы на углях,6.522,675,"мелодрама, приключения",2013
таймлесс рубиновая книга,6.513,23873,"фантастика, фэнтези, приключения",2013
ёлки 3,6.505,53954,"семейный, комедия",2013
тени незабытых предков,6.501,4553,"фэнтези, триллер, детектив",2013
бигсюр,6.496,764,"драма, мелодрама",2013
росомаха бессмертный,6.488,109055,"фантастика, боевик, приключения",2013
жданный принц,6.488,5848,"комедия, мелодрама",2013
очень плохие парни,6.485,4724,"триллер, криминал, комедия",2013
астрал глава 2,6.479,49855,"ужасы, триллер",2013
цена человека,6.476,1103,"драма",2013
13 грехов,6.472,26525,"триллер, ужасы",2013
станица,6.471,1289,"детектив, драма, криминал",2013
молодой детектив ди восстание морского дракона,6.471,709,"фэнтези, боевик, детектив",2013
мы  дворяне,6.471,505,"комедия",2013
джобс империя соблазна,6.468,49333,"драма, биография",2013
теорема зеро,6.461,20964,"фантастика, триллер, драма",2013
мальчишник часть iii,6.459,92687,"комедия, криминал, приключения",2013
саранча,6.455,13182,"триллер",2013
облачно 2 месть гмо,6.45,21009,"мультфильм, фантастика, фэнтези",2013
lego бэтмен супергерои dc объединяются,6.45,1324,"мультфильм, фантастика, боевик",2013
иуда,6.45,1258,"драма",2013
мама,6.446,53361,"ужасы, фэнтези, триллер",2013
поле в англии,6.437,1323,"ужасы, драма, детектив",2013
о лошадях и людях,6.436,903,"драма, мелодрама, комедия",2013
да здравствует франция,6.434,4822,"комедия",2013
хроники ломбарда,6.433,6932,"криминал, комедия, боевик",2013
добро пожаловать в поп,6.428,2405,"комедия, музыка",2013
кровные узы,6.426,2177,"боевик, триллер, драма",2013
кровью и потом анаболики,6.425,78380,"криминал, комедия, триллер",2013
окулус,6.421,39541,"ужасы, триллер",2013
лавлэйс,6.413,14094,"драма, биография",2013
а вот и она,6.413,5796,"мелодрама, комедия, драма",2013
долгий путь домой,6.413,1592,"драма",2013
однажды,6.411,5898,"мелодрама, комедия, драма",2013
медсестра,6.41,5404,"триллер, ужасы",2013
дом в конце времен,6.409,6068,"ужасы, фэнтези, триллер",2013
зови меня сумасшедшим,6.406,632,"драма",2013
последние часы,6.404,4959,"триллер, драма, фантастика",2013
олдбой,6.401,27956,"триллер, драма, детектив",2013
гангста love,6.4,4190,"драма, криминал",2013
вечная сказка,6.397,544,"мелодрама",2013
прежде чем я уйду,6.396,3648,"драма, комедия",2013
разрешите тебя поцеловать на свадьбе,6.396,554,"комедия",2013
странный цвет слез твоего тела,6.386,854,"ужасы, триллер, детектив",2013
супермен непобежденный,6.382,1572,"мультфильм, боевик, приключения",2013
